~ ( green_room ) U ( landmark_3 )	always avoid going to landmark three through the green room	5
F ( blue_room & F ( purple_room ) )	go to the purple room through the blue room	6
F ( orange_room & ~green_room )	go to orange room but do not go to green room .	6
F ( third_floor & F ( orange_room ) )	go to the orange room through the third floor .	6
~ ( green_room ) U ( landmark_3 )	go to landmark three but do not first go through the green room .	5
~ ( orange_room ) U ( red_room )	avoid the orange room until navigating to the red room .	5
~ ( purple_room ) U ( second_floor )	avoid the purple room until reaching the second floor .	5
F ( landmark_1 & F ( landmark_3 ) )	navigate through landmark one then go to landmark three .	6
F ( second_floor & F ( landmark_1 ) )	go to the second floor and then head to landmark one .	6
F ( first_floor & F ( landmark_2 ) )	go from onest floor to landmark two .	6
F ( first_floor & F ( green_room ) )	go to the first floor then move to the green room .	6
~ ( landmark_2 ) U ( orange_room )	avoid landmark two until after the orange room	5
F ( landmark_2 & ~purple_room )	go to landmark two always avoiding the purple room .	6
F ( third_floor & F ( first_floor ) )	navigate to the first floor through the third floor .	6
F ( yellow_room & ~green_room )	avoid the green room and navigate to the yellow room .	6
~ ( orange_room ) U ( red_room )	go to or through the red room always avoid going to the red room through the orange room	5
F ( third_floor & ~blue_room )	go to third floor without going into the blue room	6
F ( green_room & ~red_room )	avoid the red room and navigate to the green room .	6
F ( red_room ) & G ( second_floor )	move to the red room without leaving the second floor .	6
F ( blue_room & F ( third_floor ) )	go to the third floor via the blue room .	6
F ( yellow_room & F ( green_room ) )	go to the yellow room then go to the green room .	6
F ( orange_room & F ( third_floor ) )	go through the orange room then to the third floor .	6
F ( red_room & ~green_room )	navigate to the red room but never go to the green room .	6
F ( red_room & F ( second_floor ) )	go to the red room and go down to the onest floor .	6
F ( third_floor & F ( red_room ) )	move to the red room but ensure to go to the twond floor first .	6
F ( purple_room ) & G ( first_floor )	without leaving the first floor go to the purple room .	6
F ( second_floor & F ( purple_room ) )	go from twond floor to purple room .	6
F ( landmark_2 & ~landmark_3 )	avoid landmark three and go to landmark two .	6
F ( yellow_room & F ( landmark_1 ) )	go through the yellow room before going to landmark one	6
F ( landmark_2 & F ( third_floor ) )	navigate through landmark two to the third floor .	6
F ( landmark_2 & F ( green_room ) )	always go to landmark two before navigating to the green room .	6
F ( landmark_2 & ~orange_room )	go to landmark two and avoid the orange room .	6
F ( second_floor & F ( landmark_2 ) )	go from the second floor to landmark two .	6
F ( green_room ) & G ( first_floor )	remain on the first floor and navigate to the green room .	6
F ( blue_room & F ( green_room ) )	go through the blue room before going to the green room .	6
F ( landmark_2 ) & G ( third_floor )	go to landmark two while avoiding going through any other objects	6
F ( landmark_2 & F ( orange_room ) )	always go to landmark two before navigating to the orange room .	6
F ( landmark_2 & F ( blue_room ) )	navigate through landmark two and go to the blue room .	6
F ( second_floor & ~yellow_room )	go to second floor without going into the yellow room	6
F ( green_room & ~red_room )	navigate to the green room but never go to the red room .	6
~ ( landmark_1 ) U ( landmark_3 )	avoid landmark one and go to landmark three . if you ve reached landmark three then you can go to landmark one .	5
~ ( landmark_2 ) U ( yellow_room )	avoid landmark two until you pass through yellow room .	5
F ( purple_room & ~blue_room )	navigate to the purple room always avoiding the blue room .	6
F ( landmark_3 & ~orange_room )	avoid the orange room and go to landmark three .	6
~ ( landmark_2 ) U ( red_room )	avoid landmark two until after the red room	5
F ( landmark_2 ) & G ( third_floor )	avoid the first and third floor and go to landmark two .	6
F ( first_floor & F ( landmark_1 ) )	go to landmark one via the first floor .	6
F ( first_floor & F ( purple_room ) )	go to the purple room through the twond floor	6
F ( landmark_1 ) & G ( green_room )	go to landmark one by only navigating within the green room .	6
F ( landmark_2 ) & G ( green_room )	go to landmark two and remain within the green room .	6
F ( red_room & F ( third_floor ) )	move to the third floor by going through the red room	6
F ( second_floor & ~landmark_3 )	avoid the landmark three and go to the second floor .	6
~ ( yellow_room ) U ( landmark_1 )	go to landmark one avoiding the yellow room . then go to the yellow room or stay on landmark one .	5
F ( purple_room & F ( orange_room ) )	go from the purple room to the orange room	6
~ ( red_room ) U ( landmark_1 )	avoid the red room until going through landmark one .	5
F ( landmark_3 ) & G ( green_room )	do n t leave the green room and go to landmark three .	6
~ ( yellow_room ) U ( purple_room )	go to the purple room without going to the yellow room . if you reached the purple room now you can go to the yellow room .	5
~ ( orange_room ) U ( landmark_1 )	avoid the orange room until landmark one .	5
F ( second_floor & F ( purple_room ) )	go to the purple room through the second floor .	6
F ( first_floor & ~red_room )	go to the twond floor while always avoiding the red room	6
~ ( red_room ) U ( green_room )	go to the green room while avoiding the red room and if you have reached the green room then you can go to the red room .	5
F ( landmark_3 ) & G ( second_floor )	go to landmark three avoiding the first and third floors .	6
~ ( landmark_3 ) U ( landmark_2 )	go to or through landmark two . always avoid going to landmark two through landmark three	5
F ( landmark_3 & ~landmark_1 )	go to landmark three and avoid the green room	6
F ( red_room & ~blue_room )	navigate to the red room always avoiding the blue room .	6
F ( yellow_room & ~landmark_1 )	always avoid landmark one and navigate to the yellow room .	6
F ( yellow_room & F ( second_floor ) )	go through the yellow room then to the second floor .	6
F ( yellow_room & F ( landmark_3 ) )	navigate to the yellow room before you go to landmark three .	6
F ( purple_room & ~red_room )	go to purple room but do not go to red room .	6
F ( third_floor & F ( orange_room ) )	navigate to the orange room by passing through the third floor .	6
F ( yellow_room & F ( third_floor ) )	go to the yellow room then go to the third floor .	6
~ ( green_room ) U ( third_floor )	avoid the green room until you navigate to the third floor .	5
F ( purple_room & F ( landmark_1 ) )	move to the purple room first then travel to landmark one .	6
F ( landmark_3 & F ( landmark_1 ) )	go to landmark three then landmark one .	6
F ( landmark_3 ) & G ( orange_room )	go to landmark three by only stepping in the orange room .	6
F ( red_room & F ( green_room ) )	go to the green room by first going through the red room .	6
~ ( orange_room ) U ( second_floor )	avoid the orange room until reaching the second floor .	5
F ( landmark_3 & ~purple_room )	stay away from the purple room and go to landmark three .	6
F ( purple_room & ~landmark_1 )	go to the purple room avoiding landmark one .	6
F ( landmark_3 ) & G ( blue_room )	stay in the blue room and go to landmark three and stop	6
F ( landmark_3 & F ( red_room ) )	go through landmark three to the red room .	6
~ ( green_room ) U ( third_floor )	avoid the green room and go to the third floor . if you reached the third floor then you may go to the green room or just stay on the third floor .	5
F ( landmark_3 & F ( yellow_room ) )	navigate through landmark three and go to the yellow room .	6
F ( landmark_2 & F ( yellow_room ) )	always go through landmark two and then to the yellow room .	6
~ ( purple_room ) U ( yellow_room )	avoid the purple room until you enter the yellow room .	5
F ( landmark_3 ) & G ( yellow_room )	stay in the yellow room and go to landmark three .	6
F ( purple_room & ~landmark_1 )	go to the purple room avoiding landmark one .	6
F ( landmark_3 & F ( yellow_room ) )	go to the yellow room through landmark three	6
~ ( yellow_room ) U ( red_room )	avoid the yellow room until after you ve gone to the red room .	5
~ ( landmark_1 ) U ( orange_room )	go to or through the orange room always avoid going to the orange room through landmark one	5
F ( second_floor & F ( first_floor ) )	navigate to the second floor before going to the first floor .	6
F ( landmark_1 ) & G ( yellow_room )	while remaining within the yellow room go to landmark one .	6
F ( blue_room ) & G ( first_floor )	stay on the first floor while going to the blue room .	6
F ( red_room & F ( second_floor ) )	go through the red room to the second floor .	6
F ( landmark_1 & ~purple_room )	go to landmark one and avoid the purple room .	6
F ( second_floor & F ( orange_room ) )	go through the second floor to the orange room .	6
~ ( green_room ) U ( purple_room )	avoid the green room until you enter the purple room .	5
~ ( landmark_1 ) U ( green_room )	avoid landmark one until you pass through green room .	5
F ( first_floor & F ( orange_room ) )	go to the orange room through the twond floor	6
F ( first_floor & F ( landmark_1 ) )	go to the first floor then go to landmark one .	6
F ( landmark_2 ) & G ( second_floor )	go to landmark two only through the twond floor	6
F ( red_room & ~yellow_room )	avoid the yellow room and navigate to the red room .	6
F ( landmark_1 ) & G ( red_room )	go to landmark one by only stepping in the red room .	6
F ( green_room & F ( first_floor ) )	move to the first floor by going through the green room	6
F ( red_room ) & G ( second_floor )	remain on the onest floor and go directly to the red room .	6
F ( first_floor & F ( orange_room ) )	go to the orange room through the first floor .	6
F ( green_room & ~landmark_1 )	avoid landmark one and go to the green room .	6
~ ( yellow_room ) U ( orange_room )	go to the orange room while avoiding the yellow room and if you have reached the orange room then you can go to the yellow room .	5
~ ( red_room ) U ( yellow_room )	avoid the red room until navigating to the yellow room .	5
F ( first_floor & ~orange_room )	avoid the orange room and go to the first floor .	6
F ( blue_room & F ( third_floor ) )	move towards blue room and then to third floor .	6
F ( green_room ) & G ( second_floor )	remain on the second floor while going to the green room .	6
F ( landmark_2 & F ( green_room ) )	first move to landmark two then navigate to the green room .	6
F ( landmark_2 & ~green_room )	go to landmark two while always avoiding the green room	6
F ( orange_room & F ( purple_room ) )	go to the orange room before going to the purple room .	6
F ( landmark_1 & F ( third_floor ) )	navigate through landmark one to the third floor .	6
F ( landmark_3 & F ( purple_room ) )	go through landmark three and navigate to the purple room .	6
F ( green_room & F ( landmark_3 ) )	move to the green room and then move to landmark three .	6
F ( red_room & ~orange_room )	navigate to the red room always avoiding the orange room .	6
F ( second_floor & F ( blue_room ) )	move to the blue room but ensure to go to the twond floor first .	6
F ( yellow_room & F ( green_room ) )	go through the yellow room first then go to the green room .	6
~ ( yellow_room ) U ( landmark_3 )	avoid the yellow room until you navigate to landmark three .	5
~ ( green_room ) U ( landmark_2 )	do n t go into the green room until going to landmark two	5
F ( landmark_1 & F ( first_floor ) )	go to landmark one and then go to the onest floor .	6
F ( yellow_room & ~landmark_1 )	go to the yellow room without touching landmark one .	6
~ ( landmark_3 ) U ( landmark_2 )	proceed to landmark two but avoid landmark three on the way . if you have reached landmark two then you can proceed to landmark three .	5
F ( second_floor & F ( yellow_room ) )	go to the second floor and then go to the yellow room .	6
F ( landmark_3 ) & G ( green_room )	do directly to landmark three without leaving the green room .	6
F ( third_floor & F ( first_floor ) )	go to the first floor after you go to the third floor .	6
F ( landmark_3 & F ( landmark_2 ) )	navigate through landmark three then go to landmark two .	6
F ( landmark_3 & ~red_room )	always avoid the red room to navigate to landmark three .	6
~ ( landmark_2 ) U ( blue_room )	go to the blue room by avoiding landmark two and then stay in the blue room or continue to landmark two	5
F ( landmark_2 & F ( purple_room ) )	go through landmark two to the purple room .	6
~ ( blue_room ) U ( third_floor )	go to the third floor but do not go through the blue room first .	5
F ( first_floor & ~landmark_1 )	navigate to the first floor avoiding landmark one .	6
F ( purple_room & F ( landmark_2 ) )	go through the purple room before going to landmark two	6
F ( yellow_room & ~landmark_1 )	go to the yellow room without touching landmark one .	6
F ( third_floor & F ( purple_room ) )	go to the twond floor and then go to the purple room .	6
F ( landmark_1 & F ( red_room ) )	navigate through landmark one and go to the red room .	6
F ( red_room & ~green_room )	avoid the green room and travel to the red room .	6
F ( landmark_1 ) & G ( third_floor )	go to landmark one while avoiding the first and third floor .	6
F ( landmark_1 & ~blue_room )	go to landmark one and always avoid the blue room	6
~ ( landmark_3 ) U ( landmark_2 )	avoid landmark three and go to landmark two . if you ve reached landmark two then you can go to landmark three .	5
~ ( red_room ) U ( landmark_2 )	go to landmark two avoiding the red room . then go to the red room or stay on landmark two .	5
~ ( green_room ) U ( landmark_2 )	do not go into the green room until going to landmark two	5
F ( blue_room & F ( third_floor ) )	go through the blue room and navigate to the third floor .	6
F ( first_floor & F ( purple_room ) )	go to the purple room through the first floor .	6
F ( landmark_1 ) & G ( third_floor )	go to landmark one avoiding the first and third floors .	6
F ( landmark_3 ) & G ( third_floor )	go to landmark three but remain on the third floor .	6
~ ( green_room ) U ( first_floor )	go to or through the twond floor while avoiding going through the green room	5
F ( third_floor & F ( landmark_3 ) )	navigate to landmark three through the third floor .	6
~ ( red_room ) U ( landmark_1 )	do n t go into the red room until going to landmark one	5
~ ( landmark_3 ) U ( blue_room )	avoid landmark three until you go to the blue room .	5
F ( blue_room & F ( red_room ) )	go to the red room through the blue room .	6
F ( landmark_3 & F ( second_floor ) )	go through landmark three to the second floor .	6
F ( green_room & ~purple_room )	go to the green room and avoid the purple room .	6
~ ( blue_room ) U ( third_floor )	avoid the blue room until you go to the third floor .	5
F ( green_room & F ( red_room ) )	go through the green room first then go to the red room .	6
F ( landmark_2 ) & G ( blue_room )	without stepping outside of the blue room go to landmark two .	6
F ( orange_room )	go to the orange room .	2
F ( landmark_2 ) & G ( green_room )	stay in the green room and go to landmark two	6
F ( purple_room ) & G ( third_floor )	proceed to the purple room without going to any other floors .	6
F ( blue_room ) & G ( second_floor )	stay on the second floor and go to the blue room .	6
F ( landmark_1 & F ( second_floor ) )	go to landmark one then go to the second floor .	6
F ( red_room ) & G ( third_floor )	proceed to the red room but do n t leave the third floor .	6
F ( green_room & F ( orange_room ) )	go through the green room before going to the orange room .	6
F ( red_room & ~landmark_3 )	go to the red room while avoiding landmark three	6
F ( landmark_2 ) & G ( second_floor )	stay on the second floor to get to landmark two .	6
F ( second_floor & ~yellow_room )	always avoid the yellow room while navigating to the second floor .	6
~ ( landmark_1 ) U ( purple_room )	go to the purple room but avoid landmark one . if you reached to the purple room then you can head to landmark one or stay put .	5
~ ( orange_room ) U ( blue_room )	go to the blue room and if you have reached the blue room you may proceed to the orange room or stay in the blue room .	5
F ( landmark_2 & F ( blue_room ) )	go through landmark two to the blue room .	6
F ( second_floor & ~blue_room )	avoid the blue room	6
~ ( purple_room ) U ( orange_room )	go to the orange room without going to the purple room . if you reached the orange room now you can go to the purple room .	5
~ ( green_room ) U ( landmark_1 )	avoid the green room until passing landmark one .	5
F ( third_floor & ~blue_room )	avoid the blue room	6
F ( third_floor & F ( blue_room ) )	go to the blue room through the twond floor	6
~ ( orange_room ) U ( first_floor )	avoid the orange room until reaching the first floor .	5
~ ( landmark_2 ) U ( red_room )	go to or through the red room . always avoid going to the red room through landmark two	5
F ( landmark_2 & F ( yellow_room ) )	go to the yellow room through landmark two	6
F ( purple_room & ~red_room )	go to the purple room while always avoiding the red room	6
F ( landmark_3 & F ( purple_room ) )	go to the purple room through landmark three .	6
~ ( landmark_1 ) U ( landmark_3 )	avoid landmark one while traveling to landmark three . once there you may travel to landmark one .	5
F ( green_room ) & G ( second_floor )	remain on the second floor and move to the green room .	6
F ( landmark_1 ) & G ( purple_room )	stay in the purple room and go to landmark one and stop	6
F ( third_floor & F ( landmark_3 ) )	go from the onest floor to landmark three	6
F ( yellow_room & F ( red_room ) )	proceed to the red room by going through the yellow room .	6
F ( landmark_2 ) & G ( third_floor )	move to landmark two . do n t change floors if already on twond floor .	6
F ( blue_room & ~landmark_3 )	go to the blue room and avoid landmark three .	6
F ( green_room & F ( orange_room ) )	go from the green room to the orange room	6
~ ( green_room ) U ( blue_room )	avoid the green room until after you ve gone to the blue room .	5
F ( second_floor & ~landmark_3 )	navigate to the second floor and avoid landmark three .	6
~ ( red_room ) U ( yellow_room )	avoid the red room until going to the yellow room .	5
F ( green_room & F ( landmark_3 ) )	go to landmark three through the green room	6
F ( orange_room & ~landmark_2 )	go to the orange room without going to landmark two .	6
F ( orange_room & ~purple_room )	always avoid the purple room and go to the orange room .	6
F ( red_room & ~purple_room )	avoid the purple room and go to the red room .	6
~ ( red_room ) U ( landmark_3 )	avoid the red room until going through landmark three .	5
F ( first_floor & ~red_room )	go to the first floor and avoid the red room .	6
~ ( blue_room ) U ( first_floor )	go to the first floor . if you reached the first floor then you may go to the blue room .	5
F ( purple_room & F ( second_floor ) )	pass through the purple room on your way to the second floor .	6
F ( blue_room & F ( landmark_3 ) )	navigate to landmark three through the blue room .	6
F ( first_floor & F ( landmark_1 ) )	go to landmark one through the first floor .	6
F ( second_floor & F ( landmark_3 ) )	go to the second floor and then head to landmark three .	6
F ( third_floor & ~landmark_3 )	go to the threerd floor but do not go to landmark three .	6
F ( third_floor & F ( landmark_3 ) )	go from onest floor to landmark three .	6
F ( yellow_room & F ( red_room ) )	go to the yellow room and then navigate to the red room .	6
F ( landmark_3 & ~yellow_room )	always avoid the yellow room and go to landmark three .	6
F ( landmark_2 & ~yellow_room )	avoid the yellow room and go to landmark two	6
~ ( yellow_room ) U ( first_floor )	go to or through the twond floor while avoiding going through the yellow room	5
F ( landmark_1 & ~yellow_room )	always avoid the yellow room and go to landmark one .	6
~ ( purple_room ) U ( landmark_1 )	go to landmark one by avoiding the purple room and then stay there or continue to the purple room .	5
~ ( red_room ) U ( orange_room )	go to the orange room without going to the red room . if you reached the orange room now you can go to the red room .	5
~ ( landmark_2 ) U ( yellow_room )	go to the yellow room by avoiding landmark two . if you reached the yellow room then you can proceed to landmark two .	5
F ( green_room & F ( orange_room ) )	go to the orange room through the green room	6
F ( orange_room & F ( landmark_3 ) )	first go to the orange room and then go to landmark three .	6
F ( purple_room & F ( third_floor ) )	go through the purple room to the third floor .	6
F ( second_floor & ~yellow_room )	go to the twond floor but avoid the yellow room .	6
F ( blue_room & F ( landmark_1 ) )	go through the blue room before navigating to landmark one .	6
~ ( landmark_2 ) U ( red_room )	avoid landmark two until you pass through red room .	5
F ( yellow_room & ~orange_room )	go to yellow room but do not go to orange room .	6
~ ( landmark_3 ) U ( green_room )	go to the green room by avoiding landmark three . if you reached the green room then you can proceed to landmark three .	5
F ( landmark_3 & ~landmark_1 )	always avoid landmark one and navigate to landmark three .	6
F ( third_floor & F ( first_floor ) )	go through the third floor to the first floor .	6
F ( third_floor & F ( second_floor ) )	navigate to the third floor and then navigate to the second floor .	6
F ( landmark_1 & ~red_room )	avoid the red room and go to landmark one	6
~ ( landmark_1 ) U ( landmark_3 )	avoid landmark one until after you go to landmark three .	5
~ ( purple_room ) U ( orange_room )	go to the orange room while avoiding the purple room and if you have reached the orange room then you can go to the purple room .	5
F ( landmark_2 ) & G ( blue_room )	stay in the blue room to navigate to landmark two .	6
F ( landmark_1 ) & G ( second_floor )	go to landmark one without changing floors	6
F ( red_room & F ( yellow_room ) )	go to the yellow room by first going through the red room .	6
F ( landmark_3 & F ( landmark_1 ) )	go through landmark three to landmark one .	6
F ( landmark_1 & ~purple_room )	stay away from the purple room and go to landmark one .	6
F ( yellow_room & ~purple_room )	go to the yellow room and avoid the purple room .	6
F ( landmark_2 ) & G ( blue_room )	stay in the blue room to get to landmark two .	6
F ( blue_room & F ( red_room ) )	go to the red room through the blue room	6
F ( blue_room ) & G ( second_floor )	do not navigate away from the second floor and go to the blue room .	6
F ( second_floor & F ( landmark_2 ) )	move to landmark two but travel to the onest floor first .	6
F ( landmark_1 ) & G ( first_floor )	go to landmark one from the first floor only .	6
F ( red_room ) & G ( second_floor )	remain on the second floor and move to the red room .	6
F ( orange_room & F ( third_floor ) )	pass through the orange room on your way to the third floor .	6
F ( landmark_1 & F ( landmark_3 ) )	always pass landmark one before landmark three .	6
~ ( orange_room ) U ( first_floor )	go to or through the first floor always avoid going through the orange room	5
~ ( purple_room ) U ( second_floor )	go to or through the twond floor while avoiding going through the purple room	5
~ ( purple_room ) U ( landmark_1 )	avoid the purple room on your way to landmark one .	5
F ( yellow_room & F ( purple_room ) )	travel through the yellow room then go to the purple room .	6
~ ( red_room ) U ( third_floor )	go to or through the twond floor while avoiding going through the red room	5
F ( landmark_2 )	navigate to landmark two .	2
F ( red_room & F ( orange_room ) )	go through the red room to the orange room .	6
F ( third_floor & ~green_room )	go to the twond floor while always avoiding the green room	6
F ( second_floor & F ( landmark_1 ) )	go to the second floor and then to landmark one .	6
F ( landmark_1 ) & G ( purple_room )	go to landmark one by only stepping in the purple room .	6
F ( blue_room & F ( landmark_2 ) )	navigate to the blue room then continue to landmark two .	6
F ( blue_room & F ( landmark_3 ) )	head to landmark three after going to the blue room .	6
F ( first_floor & F ( orange_room ) )	go to the first floor then go to the orange room .	6
F ( first_floor & F ( orange_room ) )	navigate to the orange room by passing through the first floor .	6
~ ( yellow_room ) U ( red_room )	avoid the yellow room until you go to the red room .	5
F ( landmark_3 ) & G ( yellow_room )	do n t leave the yellow room and go to landmark three .	6
F ( landmark_1 ) & G ( red_room )	do directly to landmark one without leaving the red room .	6
~ ( green_room ) U ( orange_room )	avoid the green room until after navigating to the orange room .	5
F ( red_room & ~landmark_3 )	avoid landmark three and go to the red room .	6
F ( landmark_3 & F ( second_floor ) )	pass through landmark three before going to the second floor .	6
~ ( blue_room ) U ( first_floor )	go to or through the twond floor while avoiding going through the blue room	5
F ( landmark_1 & F ( blue_room ) )	move to landmark one and then proceed to the blue room .	6
F ( landmark_3 & ~yellow_room )	go to landmark three and avoid the yellow room .	6
F ( orange_room & F ( first_floor ) )	go to the first floor by first going through the orange room .	6
F ( landmark_3 ) & G ( orange_room )	without leaving the orange room go to landmark three .	6
F ( red_room & F ( landmark_1 ) )	move to the red room first then travel to landmark one .	6
F ( landmark_3 ) & G ( third_floor )	go to landmark three without changing floors .	6
F ( landmark_1 & F ( blue_room ) )	go to the blue room by first going through landmark one .	6
~ ( orange_room ) U ( third_floor )	avoid the orange room and go to the third floor . if you reached the third floor then you may go to the orange room or just stay on the third floor .	5
F ( yellow_room & F ( first_floor ) )	move towards yellow room and then to first floor .	6
F ( purple_room & F ( red_room ) )	go from the purple room to the red room	6
~ ( landmark_1 ) U ( yellow_room )	avoid landmark one until navigating to the yellow room .	5
F ( purple_room & ~orange_room )	navigate to the purple room always avoiding the orange room .	6
~ ( green_room ) U ( landmark_3 )	move to landmark three without entering the green room . then you may stay at landmark three or go to the green room .	5
F ( landmark_3 ) & G ( purple_room )	go to landmark three by only stepping in the purple room .	6
~ ( orange_room ) U ( yellow_room )	avoid the orange room on your way to the yellow room . once you get to the yellow room you can to the orange room .	5
F ( blue_room & F ( orange_room ) )	proceed to the orange room by going through the blue room .	6
F ( landmark_2 ) & G ( blue_room )	go to landmark two without leaving the blue room .	6
F ( first_floor & ~red_room )	go to the twond floor but avoid the red room .	6
F ( red_room ) & G ( third_floor )	go to the red room only through the onest floor	6
F ( third_floor & F ( red_room ) )	go through the third floor and navigate to the red room .	6
~ ( landmark_1 ) U ( red_room )	avoid landmark one until you go to the red room .	5
F ( orange_room & ~landmark_2 )	go to the orange room avoiding landmark two .	6
F ( blue_room & F ( landmark_2 ) )	go through the blue room to landmark two .	6
F ( third_floor & F ( red_room ) )	navigate from the third floor to the red room .	6
F ( red_room & ~landmark_2 )	go to the red room and avoid landmark two .	6
F ( landmark_1 ) & G ( yellow_room )	stay in the yellow room and go to landmark one .	6
~ ( blue_room ) U ( landmark_1 )	avoid the blue room until landmark one .	5
F ( orange_room ) & G ( first_floor )	move to the orange room without changing floors .	6
~ ( red_room ) U ( second_floor )	go to the second floor but do not go through the red room first .	5
~ ( yellow_room ) U ( third_floor )	go to or through the twond floor while avoiding going through the yellow room	5
~ ( yellow_room ) U ( blue_room )	go to the blue room but do not enter the yellow room first .	5
F ( second_floor & F ( landmark_1 ) )	go to landmark one through the second floor .	6
F ( red_room ) & G ( first_floor )	proceed to the red room without going to any other floors .	6
F ( first_floor & ~orange_room )	go to the first floor always avoiding the orange room .	6
F ( orange_room & ~landmark_2 )	go to the orange room without touching landmark two .	6
F ( green_room & F ( landmark_1 ) )	navigate to the green room then continue to landmark one .	6
F ( purple_room & F ( orange_room ) )	navigate to the orange room through the purple room .	6
F ( red_room ) & G ( second_floor )	remain on the second floor and navigate to the red room .	6
F ( third_floor & ~landmark_3 )	go to the third floor and avoid landmark three .	6
F ( green_room & F ( third_floor ) )	go to the green room and go down to the onest floor .	6
~ ( landmark_1 ) U ( purple_room )	go to or through the purple room . always avoid going to the purple room through landmark one	5
F ( first_floor & F ( yellow_room ) )	go to the first floor then navigate to the yellow room .	6
F ( orange_room & ~yellow_room )	avoid the yellow room and navigate to the orange room .	6
~ ( orange_room ) U ( second_floor )	go to or through the twond floor always avoid going through the orange room	5
F ( yellow_room ) & G ( first_floor )	move to the yellow room without leaving the first floor .	6
F ( first_floor & F ( green_room ) )	navigate from the first floor to the green room .	6
F ( yellow_room & ~red_room )	go to yellow room but do not go to red room .	6
~ ( purple_room ) U ( second_floor )	avoid the purple room until you go to the second floor .	5
F ( first_floor & ~yellow_room )	go to the twond floor but avoid the yellow room .	6
F ( green_room & F ( landmark_1 ) )	go through the green room before navigating to landmark one .	6
F ( landmark_2 & F ( red_room ) )	always go through landmark two and then to the red room .	6
F ( purple_room & ~landmark_2 )	go to the purple room avoiding landmark two .	6
~ ( yellow_room ) U ( orange_room )	avoid the yellow room until navigating to the orange room .	5
F ( landmark_1 & ~blue_room )	go to landmark one and avoid the blue room .	6
F ( landmark_1 & ~orange_room )	avoid the orange room and go to landmark one .	6
F ( red_room & ~orange_room )	navigate to the red room but never go to the orange room .	6
~ ( landmark_2 ) U ( red_room )	avoid landmark two until going to the red room .	5
F ( second_floor & ~green_room )	always avoid the green room and navigate to the second floor .	6
F ( third_floor & F ( landmark_1 ) )	move to the third floor and then head to landmark one .	6
F ( blue_room & F ( red_room ) )	go through the blue room first then go to the red room .	6
F ( second_floor & ~orange_room )	go to second floor without going into the orange room	6
F ( orange_room & F ( landmark_1 ) )	move to the orange room and then move to landmark one .	6
F ( landmark_2 & ~blue_room )	go to landmark two while always avoiding the blue room	6
F ( landmark_3 ) & G ( second_floor )	go to landmark three while avoiding going through any other objects	6
F ( orange_room & ~landmark_3 )	go to the orange room while always avoiding landmark three	6
F ( landmark_1 & ~green_room )	avoid the green room and go to landmark one .	6
F ( landmark_3 ) & G ( second_floor )	visit landmark three but do n t leave the second floor .	6
F ( second_floor & ~landmark_1 )	go to the second floor but avoid landmark one .	6
F ( green_room & ~red_room )	avoid the red room and go to the green room .	6
F ( landmark_1 & ~landmark_3 )	navigate to landmark one always avoiding landmark three .	6
